sample_id,question,correct_answer,model_answer,is_correct,type,layer,activation_path,activation_shape
53,Who developed the theory of relativity?,Albert Einstein,Albert Einstein,True,physics_easy,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_53_layer_3.pt,[2304]
54,What is the atomic number of carbon?,6,6,True,science_easy,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_54_layer_1.pt,[2304]
54,What is the atomic number of carbon?,6,6,True,science_easy,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_54_layer_2.pt,[2304]
54,What is the atomic number of carbon?,6,6,True,science_easy,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_54_layer_3.pt,[2304]
55,What is the atomic number of oxygen?,8,8,True,science_easy,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_55_layer_1.pt,[2304]
55,What is the atomic number of oxygen?,8,8,True,science_easy,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_55_layer_2.pt,[2304]
55,What is the atomic number of oxygen?,8,8,True,science_easy,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_55_layer_3.pt,[2304]
56,What is the atomic number of iron?,26,26,True,science_medium,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_56_layer_1.pt,[2304]
56,What is the atomic number of iron?,26,26,True,science_medium,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_56_layer_2.pt,[2304]
56,What is the atomic number of iron?,26,26,True,science_medium,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_56_layer_3.pt,[2304]
57,What is the atomic number of gold?,79,79,True,science_medium,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_57_layer_1.pt,[2304]
57,What is the atomic number of gold?,79,79,True,science_medium,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_57_layer_2.pt,[2304]
57,What is the atomic number of gold?,79,79,True,science_medium,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_57_layer_3.pt,[2304]
58,What is the atomic number of uranium?,92,92,True,science_medium,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_58_layer_1.pt,[2304]
58,What is the atomic number of uranium?,92,92,True,science_medium,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_58_layer_2.pt,[2304]
58,What is the atomic number of uranium?,92,92,True,science_medium,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_58_layer_3.pt,[2304]
59,What is the capital of Nauru?,Yaren,Yaren,True,capital_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_59_layer_1.pt,[2304]
59,What is the capital of Nauru?,Yaren,Yaren,True,capital_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_59_layer_2.pt,[2304]
59,What is the capital of Nauru?,Yaren,Yaren,True,capital_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_59_layer_3.pt,[2304]
60,What is the capital of Tuvalu?,Funafuti,Funafuti,True,capital_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_60_layer_1.pt,[2304]
60,What is the capital of Tuvalu?,Funafuti,Funafuti,True,capital_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_60_layer_2.pt,[2304]
60,What is the capital of Tuvalu?,Funafuti,Funafuti,True,capital_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_60_layer_3.pt,[2304]
61,What is the capital of Kiribati?,South Tarawa,Tarawa,True,capital_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_61_layer_1.pt,[2304]
61,What is the capital of Kiribati?,South Tarawa,Tarawa,True,capital_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_61_layer_2.pt,[2304]
61,What is the capital of Kiribati?,South Tarawa,Tarawa,True,capital_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_61_layer_3.pt,[2304]
62,What is the capital of Palau?,Ngerulmud,Ngerulmud,True,capital_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_62_layer_1.pt,[2304]
62,What is the capital of Palau?,Ngerulmud,Ngerulmud,True,capital_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_62_layer_2.pt,[2304]
62,What is the capital of Palau?,Ngerulmud,Ngerulmud,True,capital_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_62_layer_3.pt,[2304]
63,What is the capital of Micronesia?,Palikir,Palikir,True,capital_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_63_layer_1.pt,[2304]
63,What is the capital of Micronesia?,Palikir,Palikir,True,capital_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_63_layer_2.pt,[2304]
63,What is the capital of Micronesia?,Palikir,Palikir,True,capital_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_63_layer_3.pt,[2304]
64,What is the capital of Comoros?,Moroni,Moroni,True,capital_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_64_layer_1.pt,[2304]
64,What is the capital of Comoros?,Moroni,Moroni,True,capital_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_64_layer_2.pt,[2304]
64,What is the capital of Comoros?,Moroni,Moroni,True,capital_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_64_layer_3.pt,[2304]
65,What is the capital of Eritrea?,Asmara,Asmara,True,capital_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_65_layer_1.pt,[2304]
65,What is the capital of Eritrea?,Asmara,Asmara,True,capital_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_65_layer_2.pt,[2304]
65,What is the capital of Eritrea?,Asmara,Asmara,True,capital_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_65_layer_3.pt,[2304]
66,What is the capital of Timor-Leste?,Dili,Dili,True,capital_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_66_layer_1.pt,[2304]
66,What is the capital of Timor-Leste?,Dili,Dili,True,capital_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_66_layer_2.pt,[2304]
66,What is the capital of Timor-Leste?,Dili,Dili,True,capital_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_66_layer_3.pt,[2304]
67,Who wrote Pedro Paramo?,Juan Rulfo,Juan Rulfo,True,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_67_layer_1.pt,[2304]
67,Who wrote Pedro Paramo?,Juan Rulfo,Juan Rulfo,True,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_67_layer_2.pt,[2304]
67,Who wrote Pedro Paramo?,Juan Rulfo,Juan Rulfo,True,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_67_layer_3.pt,[2304]
68,Who wrote The Book of Disquiet?,Fernando Pessoa,Fernando Pessoa,True,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_68_layer_1.pt,[2304]
68,Who wrote The Book of Disquiet?,Fernando Pessoa,Fernando Pessoa,True,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_68_layer_2.pt,[2304]
68,Who wrote The Book of Disquiet?,Fernando Pessoa,Fernando Pessoa,True,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_68_layer_3.pt,[2304]
69,Who wrote Season of Migration to the North?,Tayeb Salih,Wole Soyinka,False,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_69_layer_1.pt,[2304]
69,Who wrote Season of Migration to the North?,Tayeb Salih,Wole Soyinka,False,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_69_layer_2.pt,[2304]
69,Who wrote Season of Migration to the North?,Tayeb Salih,Wole Soyinka,False,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_69_layer_3.pt,[2304]
70,Who wrote The Leopard?,Giuseppe Tomasi di Lampedusa,Giuseppe Tomasi di Lampedusa,True,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_70_layer_1.pt,[2304]
70,Who wrote The Leopard?,Giuseppe Tomasi di Lampedusa,Giuseppe Tomasi di Lampedusa,True,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_70_layer_2.pt,[2304]
70,Who wrote The Leopard?,Giuseppe Tomasi di Lampedusa,Giuseppe Tomasi di Lampedusa,True,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_70_layer_3.pt,[2304]
71,Who painted The Garden of Earthly Delights?,Hieronymus Bosch,Hieronymus Bosch,True,art_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_71_layer_1.pt,[2304]
71,Who painted The Garden of Earthly Delights?,Hieronymus Bosch,Hieronymus Bosch,True,art_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_71_layer_2.pt,[2304]
71,Who painted The Garden of Earthly Delights?,Hieronymus Bosch,Hieronymus Bosch,True,art_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_71_layer_3.pt,[2304]
72,Who painted The Arnolfini Portrait?,Jan van Eyck,Jan van Eyck,True,art_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_72_layer_1.pt,[2304]
72,Who painted The Arnolfini Portrait?,Jan van Eyck,Jan van Eyck,True,art_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_72_layer_2.pt,[2304]
72,Who painted The Arnolfini Portrait?,Jan van Eyck,Jan van Eyck,True,art_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_72_layer_3.pt,[2304]
73,Who painted The Raft of the Medusa?,Theodore Gericault,Theodore Gericault,True,art_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_73_layer_1.pt,[2304]
73,Who painted The Raft of the Medusa?,Theodore Gericault,Theodore Gericault,True,art_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_73_layer_2.pt,[2304]
73,Who painted The Raft of the Medusa?,Theodore Gericault,Theodore Gericault,True,art_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_73_layer_3.pt,[2304]
74,Who discovered penicillin?,Alexander Fleming,Alexander Fleming,True,science_medium,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_74_layer_1.pt,[2304]
74,Who discovered penicillin?,Alexander Fleming,Alexander Fleming,True,science_medium,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_74_layer_2.pt,[2304]
74,Who discovered penicillin?,Alexander Fleming,Alexander Fleming,True,science_medium,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_74_layer_3.pt,[2304]
75,Who discovered the electron?,J J Thomson,J.J. Thomson,True,science_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_75_layer_1.pt,[2304]
75,Who discovered the electron?,J J Thomson,J.J. Thomson,True,science_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_75_layer_2.pt,[2304]
75,Who discovered the electron?,J J Thomson,J.J. Thomson,True,science_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_75_layer_3.pt,[2304]
76,Who discovered the neutron?,James Chadwick,James Chadwick,True,science_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_76_layer_1.pt,[2304]
76,Who discovered the neutron?,James Chadwick,James Chadwick,True,science_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_76_layer_2.pt,[2304]
76,Who discovered the neutron?,James Chadwick,James Chadwick,True,science_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_76_layer_3.pt,[2304]
77,Who proposed the uncertainty principle?,Werner Heisenberg,Heisenberg,True,physics_medium,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_77_layer_1.pt,[2304]
77,Who proposed the uncertainty principle?,Werner Heisenberg,Heisenberg,True,physics_medium,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_77_layer_2.pt,[2304]
77,Who proposed the uncertainty principle?,Werner Heisenberg,Heisenberg,True,physics_medium,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_77_layer_3.pt,[2304]
78,Who wrote The Cairo Trilogy?,Naguib Mahfouz,Naguib Mahfouz,True,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_78_layer_1.pt,[2304]
78,Who wrote The Cairo Trilogy?,Naguib Mahfouz,Naguib Mahfouz,True,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_78_layer_2.pt,[2304]
78,Who wrote The Cairo Trilogy?,Naguib Mahfouz,Naguib Mahfouz,True,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_78_layer_3.pt,[2304]
79,Who wrote The Bridge on the Drina?,Ivo Andric,Ivo Andric,True,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_79_layer_1.pt,[2304]
79,Who wrote The Bridge on the Drina?,Ivo Andric,Ivo Andric,True,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_79_layer_2.pt,[2304]
79,Who wrote The Bridge on the Drina?,Ivo Andric,Ivo Andric,True,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_79_layer_3.pt,[2304]
80,Who wrote The General in His Labyrinth?,Gabriel Garcia Marquez,John Buchan,False,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_80_layer_1.pt,[2304]
80,Who wrote The General in His Labyrinth?,Gabriel Garcia Marquez,John Buchan,False,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_80_layer_2.pt,[2304]
80,Who wrote The General in His Labyrinth?,Gabriel Garcia Marquez,John Buchan,False,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_80_layer_3.pt,[2304]
81,Who wrote Ficciones?,Jorge Luis Borges,Jorge Luis Borges,True,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_81_layer_1.pt,[2304]
81,Who wrote Ficciones?,Jorge Luis Borges,Jorge Luis Borges,True,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_81_layer_2.pt,[2304]
81,Who wrote Ficciones?,Jorge Luis Borges,Jorge Luis Borges,True,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_81_layer_3.pt,[2304]
82,Who wrote The Blind Owl?,Sadegh Hedayat,Rainer Maria Rilke,False,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_82_layer_1.pt,[2304]
82,Who wrote The Blind Owl?,Sadegh Hedayat,Rainer Maria Rilke,False,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_82_layer_2.pt,[2304]
82,Who wrote The Blind Owl?,Sadegh Hedayat,Rainer Maria Rilke,False,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_82_layer_3.pt,[2304]
83,Who wrote The Museum of Innocence?,Orhan Pamuk,Orhan Pamuk,True,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_83_layer_1.pt,[2304]
83,Who wrote The Museum of Innocence?,Orhan Pamuk,Orhan Pamuk,True,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_83_layer_2.pt,[2304]
83,Who wrote The Museum of Innocence?,Orhan Pamuk,Orhan Pamuk,True,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_83_layer_3.pt,[2304]
84,Who wrote The Sound of the Mountain?,Yasunari Kawabata,The Sound of the Mountain was written by the famous Chinese writer Lu Xun.,False,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_84_layer_1.pt,[2304]
84,Who wrote The Sound of the Mountain?,Yasunari Kawabata,The Sound of the Mountain was written by the famous Chinese writer Lu Xun.,False,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_84_layer_2.pt,[2304]
84,Who wrote The Sound of the Mountain?,Yasunari Kawabata,The Sound of the Mountain was written by the famous Chinese writer Lu Xun.,False,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_84_layer_3.pt,[2304]
85,Who wrote The Makioka Sisters?,Junichiro Tanizaki,Junichiro Tanizaki,True,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_85_layer_1.pt,[2304]
85,Who wrote The Makioka Sisters?,Junichiro Tanizaki,Junichiro Tanizaki,True,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_85_layer_2.pt,[2304]
85,Who wrote The Makioka Sisters?,Junichiro Tanizaki,Junichiro Tanizaki,True,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_85_layer_3.pt,[2304]
86,Who wrote The Famished Road?,Ben Okri,Ben Okri,True,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_86_layer_1.pt,[2304]
86,Who wrote The Famished Road?,Ben Okri,Ben Okri,True,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_86_layer_2.pt,[2304]
86,Who wrote The Famished Road?,Ben Okri,Ben Okri,True,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_86_layer_3.pt,[2304]
87,Who wrote The Palm-Wine Drinkard?,Amos Tutuola,Amos Tutuola,True,author_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_87_layer_1.pt,[2304]
87,Who wrote The Palm-Wine Drinkard?,Amos Tutuola,Amos Tutuola,True,author_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_87_layer_2.pt,[2304]
87,Who wrote The Palm-Wine Drinkard?,Amos Tutuola,Amos Tutuola,True,author_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_87_layer_3.pt,[2304]
88,Who painted The Third of May 1808?,Francisco Goya,Francisco Goya,True,art_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_88_layer_1.pt,[2304]
88,Who painted The Third of May 1808?,Francisco Goya,Francisco Goya,True,art_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_88_layer_2.pt,[2304]
88,Who painted The Third of May 1808?,Francisco Goya,Francisco Goya,True,art_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_88_layer_3.pt,[2304]
89,Who painted The Ambassadors?,Hans Holbein,Hans Holbein the Younger,True,art_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_89_layer_1.pt,[2304]
89,Who painted The Ambassadors?,Hans Holbein,Hans Holbein the Younger,True,art_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_89_layer_2.pt,[2304]
89,Who painted The Ambassadors?,Hans Holbein,Hans Holbein the Younger,True,art_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_89_layer_3.pt,[2304]
90,Who painted The School of Athens?,Raphael,Raphael,True,art_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_90_layer_1.pt,[2304]
90,Who painted The School of Athens?,Raphael,Raphael,True,art_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_90_layer_2.pt,[2304]
90,Who painted The School of Athens?,Raphael,Raphael,True,art_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_90_layer_3.pt,[2304]
91,Who painted The Maids of Honour?,Diego Velazquez,John Everett Millais,False,art_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_91_layer_1.pt,[2304]
91,Who painted The Maids of Honour?,Diego Velazquez,John Everett Millais,False,art_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_91_layer_2.pt,[2304]
91,Who painted The Maids of Honour?,Diego Velazquez,John Everett Millais,False,art_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_91_layer_3.pt,[2304]
92,Who painted The Gross Clinic?,Thomas Eakins,Edward Hopper,False,art_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_92_layer_1.pt,[2304]
92,Who painted The Gross Clinic?,Thomas Eakins,Edward Hopper,False,art_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_92_layer_2.pt,[2304]
92,Who painted The Gross Clinic?,Thomas Eakins,Edward Hopper,False,art_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_92_layer_3.pt,[2304]
93,Who painted Christina's World?,Andrew Wyeth,Andrew Wyeth,True,art_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_93_layer_1.pt,[2304]
93,Who painted Christina's World?,Andrew Wyeth,Andrew Wyeth,True,art_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_93_layer_2.pt,[2304]
93,Who painted Christina's World?,Andrew Wyeth,Andrew Wyeth,True,art_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_93_layer_3.pt,[2304]
94,Who discovered argon?,Lord Rayleigh,Sir William Ramsay,False,science_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_94_layer_1.pt,[2304]
94,Who discovered argon?,Lord Rayleigh,Sir William Ramsay,False,science_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_94_layer_2.pt,[2304]
94,Who discovered argon?,Lord Rayleigh,Sir William Ramsay,False,science_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_94_layer_3.pt,[2304]
95,Who discovered radium?,Marie Curie,Marie Curie,True,science_medium,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_95_layer_1.pt,[2304]
95,Who discovered radium?,Marie Curie,Marie Curie,True,science_medium,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_95_layer_2.pt,[2304]
95,Who discovered radium?,Marie Curie,Marie Curie,True,science_medium,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_95_layer_3.pt,[2304]
96,Who discovered the positron?,Carl Anderson,Carl Anderson,True,physics_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_96_layer_1.pt,[2304]
96,Who discovered the positron?,Carl Anderson,Carl Anderson,True,physics_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_96_layer_2.pt,[2304]
96,Who discovered the positron?,Carl Anderson,Carl Anderson,True,physics_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_96_layer_3.pt,[2304]
97,Who discovered the muon?,Carl Anderson,Wolfgang Pauli,False,physics_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_97_layer_1.pt,[2304]
97,Who discovered the muon?,Carl Anderson,Wolfgang Pauli,False,physics_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_97_layer_2.pt,[2304]
97,Who discovered the muon?,Carl Anderson,Wolfgang Pauli,False,physics_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_97_layer_3.pt,[2304]
98,Who proposed the exclusion principle?,Wolfgang Pauli,Ernest Rutherford,False,physics_medium,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_98_layer_1.pt,[2304]
98,Who proposed the exclusion principle?,Wolfgang Pauli,Ernest Rutherford,False,physics_medium,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_98_layer_2.pt,[2304]
98,Who proposed the exclusion principle?,Wolfgang Pauli,Ernest Rutherford,False,physics_medium,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_98_layer_3.pt,[2304]
99,Who formulated the laws of planetary motion?,Johannes Kepler,Kepler,True,physics_easy,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_99_layer_1.pt,[2304]
99,Who formulated the laws of planetary motion?,Johannes Kepler,Kepler,True,physics_easy,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_99_layer_2.pt,[2304]
99,Who formulated the laws of planetary motion?,Johannes Kepler,Kepler,True,physics_easy,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_99_layer_3.pt,[2304]
100,Who first proposed continental drift?,Alfred Wegener,Alfred Wegener,True,science_medium,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_100_layer_1.pt,[2304]
100,Who first proposed continental drift?,Alfred Wegener,Alfred Wegener,True,science_medium,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_100_layer_2.pt,[2304]
100,Who first proposed continental drift?,Alfred Wegener,Alfred Wegener,True,science_medium,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_100_layer_3.pt,[2304]
101,Who developed the polio vaccine?,Jonas Salk,Jonas Salk,True,science_medium,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_101_layer_1.pt,[2304]
101,Who developed the polio vaccine?,Jonas Salk,Jonas Salk,True,science_medium,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_101_layer_2.pt,[2304]
101,Who developed the polio vaccine?,Jonas Salk,Jonas Salk,True,science_medium,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_101_layer_3.pt,[2304]
102,Who discovered streptomycin?,Selman Waksman,Selman Waksman,True,science_very_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_102_layer_1.pt,[2304]
102,Who discovered streptomycin?,Selman Waksman,Selman Waksman,True,science_very_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_102_layer_2.pt,[2304]
102,Who discovered streptomycin?,Selman Waksman,Selman Waksman,True,science_very_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_102_layer_3.pt,[2304]
103,What is the capital of Lesotho?,Maseru,Maseru,True,capital_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_103_layer_1.pt,[2304]
103,What is the capital of Lesotho?,Maseru,Maseru,True,capital_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_103_layer_2.pt,[2304]
103,What is the capital of Lesotho?,Maseru,Maseru,True,capital_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_103_layer_3.pt,[2304]
104,What is the capital of Bhutan?,Thimphu,Thimphu,True,capital_hard,1,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_104_layer_1.pt,[2304]
104,What is the capital of Bhutan?,Thimphu,Thimphu,True,capital_hard,2,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_104_layer_2.pt,[2304]
104,What is the capital of Bhutan?,Thimphu,Thimphu,True,capital_hard,3,/home/a/Alev.Ayaz/ADL-SAE/outputs/activations/sample_104_layer_3.pt,[2304]
