sample_id,question,correct_answer,possible_answers,model_answer,is_correct,type,layer,sae_release,sae_path,sae_feature_id,sae_feature_value,feature_rank,nonzero_feature_count,feature_norm
86,What sport does Tim Hoogland play?,association football,"[""association football"", ""football"", ""soccer""]",He plays basketball.,False,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.356243133544922,93,159,137.4131622314453
93,Who is the author of Little Things?,Raymond Carver,"[""Raymond Carver""]",The author of Little Things is a famous,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.548405647277832,88,155,141.6405792236328
95,Who is the father of Helen of Troy?,Zeus,"[""Zeus""]",Paris,False,father,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.243751049041748,97,139,131.27749633789062
96,In what city was Richie Ashburn born?,Tilden,"[""Tilden"", ""Tilden, Nebraska""]",Philadelphia,False,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.616274833679199,89,170,144.22177124023438
97,Who was the composer of Four?,Eddie Vinson,"[""Eddie Vinson"", ""Eddie \""Cleanhead\"" Vinson""]",John Cage,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.444214820861816,92,157,134.0481719970703
99,Who is the father of Alexander Graham Bell?,Alexander Melville Bell,"[""Alexander Melville Bell""]",Alexander Melville Bell,True,father,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.345229148864746,92,134,132.91766357421875
100,Who was the composer of The Heart of the World?,Georgy Sviridov,"[""Georgy Sviridov"", ""Georgiĭ Sviridov"", ""Georgiĭ Vasilʹevich Sviridov"", ""Georgy Vasilyevich Sviridov""]",John Williams,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.350310325622559,67,147,137.35020446777344
105,Who is the father of Matilda of Scotland?,Malcolm III of Scotland,"[""Malcolm III of Scotland"", ""Malcolm Canmore""]",King Malcolm III of Scotland,True,father,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.00381088256836,69,162,139.70095825195312
106,In what city was Naziah Ali born?,Fiji,"[""Fiji"", ""Republic of Fiji"", ""fj"", ""FIJ"", ""Republic of the Fiji Islands""]",New York City,False,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.899116516113281,65,189,151.59417724609375
118,In what city was Gaston-François de Witte born?,Antwerp,"[""Antwerp"", ""Antwerpen"", ""City of Antwerp"", ""Anvers""]",Paris,False,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.9396467208862305,79,163,144.45413208007812
119,Who is the father of Dahyabhai Patel?,Vallabhbhai Patel,"[""Vallabhbhai Patel"", ""Sardar Patel"", ""Sardar Vallabhbhai Jhaverbhai Patel"", ""Bismarck of India"", ""Iron Man of India"", ""Unifier of India"", ""Sardar Vallabhbhai Patel""]",He is the father of Dahyabhai,False,father,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.874359130859375,69,147,135.76791381835938
121,Who is the father of Cornelis de Heem?,Jan Davidsz. de Heem,"[""Jan Davidsz. de Heem"", ""Jan Davidszoon De Heem"", ""Jan de Heem"", ""Jan David de Heem"", ""John David de Haem"", ""Monsù Gem Fiammengo"", ""Jan Davidsz. De Hume"", ""Jan Davidsz. De Heen"", ""He Heem"", ""Jan D. Heem"", ""Jan Davidsz. Ditteems"", ""Jan van Heem"", ""Jan Davidts de Heem"", ""Jan Davidsz. De Hum"", ""Jan Davidsz. Deheem"", ""Jan Davidsz. De Heeme"", ""Jan Davidsz. de, I Heem"", ""Jan Davidsz. vander Eem"", ""Jan Davidsz. D'Heem de Oude"", ""Jan Davidsz. Deheim"", ""Jan Davidsz. Deheme"", ""D. Heem"", ""Jan Davidsz. De Hemee"", ""Jan Davidsz. van Heem"", ""Jan Davidsz. de Hemm"", ""Jan Davidsz. de Heem de Oude"", ""Jan Davidsz. Deehem"", ""I. D. De Heem"", ""Jan Davidsz. De Heme"", ""Johan de Heem"", ""John David de Haeem"", ""John David de Heem"", ""Jan Davidsz. De Hem"", ""Jan Davidsz. Du Hem"", ""Jan Davidsz. Dahem"", ""Johannes de Heem"", ""Jan Davidtsz. van Antwerpen"", ""Johannes van Antwerpen"", ""I. de Heem"", ""Monsu Gem Fiammengo"", ""Jan Davisz de Heem"", ""Jean David Dehem"", ""Jan Davids de Heem"", ""J. David Deheem"", ""Jan de Hoem"", ""heem jan davidz de"", ""de heem jan davidcz"", ""le grand-père de David Dekene"", ""Jean David De Heem"", ""Jean Deheem"", ""J. Heen"", ""de Hern"", ""Johann Heem"", ""Jan Dav. De Heem"", ""J. D'Heem"", ""Old Deheem"", ""Jan Davidsen de Heem"", ""J.D. de Heem. fecit."", ""J. Dehem"", ""J. David De Heem"", ""Deheeme"", ""de heem j.d."", ""J. D. Dehem"", ""jan davisz de hern"", ""Jean-David de Hem"", ""J. Davidz de Heem"", ""J.D. de Hemm"", ""de oude D'Heem"", ""jan davidz de heem"", ""david de heem"", ""J. D. Deheem"", ""Jean Dehem"", ""d'oude de Heem"", ""Johann David von Heem"", ""J.-D de Heem"", ""old Deheeme"", ""de oude de Heem"", ""John de Heem"", ""J. D. Deehem"", ""J. De Heem"", ""Joh. Dav. de Heem"", ""D. Heym"", ""de Heame"", ""J. D. D. Oude de Heem"", ""Jean de Hem"", ""Joh. de Heem"", ""J. de Herm"", ""jan davidsz heem"", ""Jan Davidse de Heem"", ""Joh. Dehéem"", ""Joh. Deheém"", ""J. D. D'Heem"", ""J. D'Hem"", ""J.-B. Dehem"", ""Jean David Deheem"", ""David de Heym"", ""T. D. Deheem"", ""Jean Dav. de Heem"", ""J. Deheem"", ""Davidsz de Heem"", ""Joh. David de Heem"", ""Johann David de Heem"", ""Joh. David de Héem"", ""I.D. Deheem"", ""Jean de Heem"", ""Jan Davidze de Heem"", ""B. Heem""]",Cornelis de Heem was the son,False,father,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.010063171386719,58,144,136.5693359375
122,In what city was Kalevi Kull born?,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",Helsinki,False,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,9.041703224182127,59,178,150.25941467285156
125,What sport does FINA play?,open water swimming,"[""open water swimming"", ""water polo"", ""diving""]",Water Polo,True,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.896456241607666,72,167,138.5850372314453
130,What sport does National Stadium play?,association football,"[""association football"", ""football"", ""soccer""]",Football,True,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.083985328674316,65,160,138.75657653808594
131,Who is the author of Anything Goes?,Howard Lindsay,"[""Howard Lindsay"", ""Herman Nelke"", ""Russel Crouse"", ""P. G. Wodehouse"", ""Pelham Grenville Wodehouse"", ""Sir Pelham Grenville Wodehouse"", ""Guy Bolton"", ""H. B. Trevelyan"", ""Guy Reginald Bolton""]",Cole Porter,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.064899444580078,95,138,134.66259765625
135,Who is the father of Peter II of Portugal?,John IV of Portugal,"[""John IV of Portugal""]",King John I of Portugal,True,father,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.265616416931152,59,146,138.3583526611328
139,What sport does Giovanni Fanello play?,association football,"[""association football"", ""football"", ""soccer""]",He plays soccer.,True,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.825448036193848,80,163,139.90306091308594
140,What sport does Stephen Connor play?,association football,"[""association football"", ""football"", ""soccer""]",Football,True,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.777595520019531,75,164,139.1480255126953
141,Who was the composer of Ruslan and Lyudmila?,Mikhail Glinka,"[""Mikhail Glinka"", ""Mikhail Ivanovich Glinka"", ""Michael Glinka""]",Mikhail Glinka,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.875494003295898,85,161,142.55831909179688
145,Who was the composer of Easy Money?,Laurence Rosenthal,"[""Laurence Rosenthal""]",John Williams,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.566902160644531,82,151,136.28273010253906
147,Who was the producer of The Descendants?,Alexander Payne,"[""Alexander Payne""]",Alexander Payne,True,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.029170513153076,94,124,132.2118377685547
148,Who is the father of Prince Nikolai of Denmark?,Prince Joachim of Denmark,"[""Prince Joachim of Denmark"", ""Joachim Holger Waldemar Christian"", ""Joachim Holger Valdemar Christian, Prince of Denmark"", ""Prince Joachim of Denmark, Count of Monpezat""]",Prince Joachim of Denmark,True,father,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.024001121520996,64,143,134.533203125
149,Who is the father of Ki?,Temmu,"[""Temmu"", ""Emperor Temmu"", ""Tenmu-tennō"", ""Tenmu"", ""Emperor Tenmu""]",Ki is the son of the god of,False,father,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.067687034606934,61,150,133.79977416992188
151,In what city was Cornelis Springer born?,Amsterdam,"[""Amsterdam"", ""Mokum"", ""Amsterdam, NL"", ""Amsterdam, Netherlands"", ""A'dam""]",Amsterdam,True,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.550917625427246,70,167,147.3517608642578
152,Who was the producer of City of God?,Walter Salles,"[""Walter Salles"", ""Walter Moreira Salles, Jr.""]",Fernando Meirelles,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.023295402526856,88,131,131.99758911132812
153,In what country is Normal?,United States of America,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""the States"", ""'Merica"", ""United States"", ""'Murica""]",France,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.188834190368652,71,164,140.6220703125
155,What sport does Tony Wagstaff play?,association football,"[""association football"", ""football"", ""soccer""]",Rugby,False,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.236499786376953,96,154,136.13624572753906
158,Who was the composer of Sigappu Rojakkal?,Ilaiyaraaja,"[""Ilaiyaraaja"", ""Ilayaraja"", ""Ilaya Raja"", ""Raja""]",Ilayaraja,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.408287048339844,89,142,137.84156799316406
161,In what city was Hank Autry born?,Hattiesburg,"[""Hattiesburg"", ""Hattiesburg, Mississippi""]",Los Angeles,False,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.996797561645508,85,165,145.13253784179688
162,Who was the composer of Messa?,Giacomo Puccini,"[""Giacomo Puccini"", ""Puccini"", ""Giacomo Antonio Domenico Michele Secondo Maria Puccini""]",Mozart,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.091028213500977,64,143,133.68768310546875
173,What sport does Tom Jordan play?,association football,"[""association football"", ""football"", ""soccer""]",Football,True,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.6171793937683105,88,159,137.79884338378906
174,Who is the author of Act One?,James Lapine,"[""James Lapine"", ""James Elliot Lapine""]",William Shakespeare,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.745021820068359,71,158,139.2625732421875
180,Who was the producer of Marc?,Muriel Young,"[""Muriel Young""]",Marc,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,6.94798755645752,94,133,129.3544464111328
181,In what city was Frederick George Bromberg born?,New York City,"[""New York City"", ""NYC"", ""New York"", ""the five boroughs"", ""Big Apple"", ""City of New York"", ""NY City"", ""New York, New York"", ""New York City, New York"", ""New York, NY"", ""New York City (NYC)""]",New York City,True,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.638423919677734,67,172,149.00755310058594
182,Who was the producer of 10 Years?,Armin van Buuren,"[""Armin van Buuren"", ""AvB"", ""Armin Jozef Jacobus Daniël van Buuren"", ""Amsterdance"", ""Perpetuous Dreamer"", ""Problem Boy"", ""Rising Star"", ""The Shoeshine Factory""]",10 Years was produced by the,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.260402679443359,99,144,136.42295837402344
183,What sport does Simon Tahamata play?,association football,"[""association football"", ""football"", ""soccer""]",Rugby,False,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.003544807434082,69,157,137.3402099609375
185,What sport does The Maniacs play?,association football,"[""association football"", ""football"", ""soccer""]",Football,True,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.417318344116211,85,143,130.5832977294922
186,Who was the producer of The Net 2.0?,Rob Cowan,"[""Rob Cowan""]",The Net 2.0 was produced,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.311155319213867,60,151,137.48487854003906
188,Who was the composer of The Carter?,Lil Wayne,"[""Lil Wayne"", ""Dwayne Carter"", ""Dwayne Michael Carter Jr."", ""Tunechi"", ""Weezy F. Baby"", ""The President"", ""Baby D""]",John Carter,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.764743804931641,76,152,131.98941040039062
190,Who was the producer of Police?,Catherine Breillat,"[""Catherine Breillat""]",George Lucas,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,6.766623497009277,99,128,130.3729705810547
196,Who was the director of Wink of an Eye?,Jud Taylor,"[""Jud Taylor"", ""Judson Taylor""]",John Huston,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.219211101531982,88,133,134.8942413330078
200,Who was the producer of Particle Fever?,Mark Levinson,"[""Mark Levinson""]",Peter Jackson,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.8254241943359375,64,128,134.01483154296875
201,Who is the father of Anubis?,Osiris,"[""Osiris""]",Osiris,True,father,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.033322811126709,93,136,130.06333923339844
203,Who is the father of Şehzade Bayezid?,Suleiman the Magnificent,"[""Suleiman the Magnificent"", ""Suleiman I"", ""Suleiman the Lawgiver"", ""Suleiman bin Selim Khan"", ""Kanuni"", ""Sultan Süleyman"", ""Süleyman Muhtesem"", ""Süleyman the Magnificent"", ""Soliman"", ""Sulaymān"", ""Süleyman I"", ""Sultan of the Turks Süleyman I"", ""Sultan of the Turks Kanunî Süleyman"", ""Sultan of the Turks Solyman I"", ""Sultan of the Turks Solimano I"", ""Soliman le Magnifique"", ""Sultan of the Turks Kanunî"", ""Solimano il Magnifico"", ""Muhibbî"", ""Sultan of the Turks Soliman I"", ""Sultan of the Turks Kanuni"", ""Muhibbi""]",Sultan Bayezid II,False,father,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.421016693115234,88,159,140.09185791015625
204,In what city was Germaine Aussey born?,Paris,"[""Paris"", ""City of Light"", ""Paris, France""]",Paris,True,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.557840347290039,71,179,149.4115447998047
206,In what city was JB Magsaysay born?,San Juan,"[""San Juan""]",Manila,False,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.816502571105957,84,167,144.36410522460938
207,Who was the composer of Getting to Know You?,Richard Rodgers,"[""Richard Rodgers"", ""Richard Charles Rodgers""]",Richard Rodgers,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.487187385559082,86,147,135.7313232421875
209,Who is the author of Empire and Communications?,Harold Innis,"[""Harold Innis"", ""Harold Adams Innis""]",John Kenneth Galbraith,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.652792930603027,66,164,142.76121520996094
210,In what country is Khabb wa ash Sha'af District?,Yemen,"[""Yemen"", ""Republic of Yemen"", ""ye"", ""Rep. Yemen"", ""YEM""]",Yemen,True,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.697616100311279,99,171,147.54052734375
214,Who is the author of Last Days?,Adam Nevill,"[""Adam Nevill"", ""Nevill, Adam L. G.""]",John Wyndham,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.972144603729248,72,146,137.40997314453125
215,In what city was Gintautas Umaras born?,Kaunas,"[""Kaunas"", ""Kovno"", ""Kovne"", ""Kovna"", ""Kowno"", ""Kauen""]",Kaunas,True,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.866641998291016,71,186,154.89199829101562
218,What sport does Jim Thomas play?,basketball,"[""basketball"", ""hoops"", ""b-ball"", ""basket ball"", ""BB""]",He plays golf.,False,sport,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,7.816884994506836,76,171,141.31170654296875
219,In what city was Alfredo Ramos Martínez born?,Monterrey,"[""Monterrey"", ""Monterrey, Nuevo Leon"", ""Monterrey, Mexico"", ""La sultana del norte"", ""La ciudad de las montañas""]",Mexico City,True,place of birth,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,3830,8.647629737854004,66,159,147.32545471191406
4,Who was the screenwriter for The Sea Inside?,Mateo Gil,"[""Mateo Gil""]",Alejandro Amenabar,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.263820648193359,73,112,127.2126007080078
8,Who is the author of Wolf?,Gillian Cross,"[""Gillian Cross""]",Michael Morpurgo,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,8.201239585876465,63,150,139.20277404785156
13,Who was the screenwriter for The Apartment?,Billy Wilder,"[""Billy Wilder"", ""Samuel Wilder""]",Billy Wilder,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.179305076599121,67,108,124.1842269897461
14,Who is the author of Bel Canto?,Ann Patchett,"[""Ann Patchett""]",Ann Patchett,True,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.508419990539551,85,148,138.91004943847656
18,What is the capital of Province of South Carolina?,Charleston,"[""Charleston"", ""Charleston, South Carolina"", ""Charles Town""]",Columbia,False,capital,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,8.489710807800293,75,183,150.95884704589844
23,Who was the director of Cotton Comes to Harlem?,Ossie Davis,"[""Ossie Davis"", ""Raiford Chatman Davis""]",Ossie Davis,True,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.988974571228027,58,130,132.55821228027344
27,Who was the screenwriter for The Believer?,Henry Bean,"[""Henry Bean""]",David Mamet,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.413444519042969,66,106,124.56539154052734
31,Who was the producer of 2 On?,Jon Redwine,"[""Jon Redwine"", ""Mustard"", ""Dijon Isaiah McFarlane"", ""Dijon McFarlane"", ""DJ Mustard""]",2 On was produced by the late,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.078420639038086,95,130,129.266845703125
34,Who is the author of An Age?,Brian Aldiss,"[""Brian Aldiss"", ""Brian Wilson Aldiss"", ""Brian W. Aldiss"", ""Jael Cracken"", ""Dr. Peristyle"", ""C. C. Shackleton""]",John Steinbeck,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,8.312178611755371,70,155,140.35084533691406
36,Who was the composer of Fame?,Michael Gore,"[""Michael Gore""]",Michael Gore,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.2588348388671875,96,155,135.48487854003906
40,Who was the composer of Halloween?,John Carpenter,"[""John Carpenter"", ""John Howard Carpenter""]",John Carpenter,True,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.238314628601074,85,137,130.8956298828125
43,Who was the composer of Julie Johnson?,Angelo Badalamenti,"[""Angelo Badalamenti"", ""Andy Badale"", ""Angelo Badalmenti"", ""Angelo Daniel Badalamenti""]",Richard Rodgers,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.824578285217285,77,156,138.74072265625
44,Who is the author of The Outing?,James Baldwin,"[""James Baldwin"", ""James Arthur Baldwin""]",John Steinbeck,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.72530460357666,85,140,136.87808227539062
51,Who was the director of Prag?,Ole Christian Madsen,"[""Ole Christian Madsen""]",A.K. Hangal,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.084760665893555,89,141,133.76551818847656
54,In what country is One Mile?,Australia,"[""Australia"", ""Commonwealth of Australia"", ""AU"", ""AUS"", ""British Colony of Australia"", ""Straya"", ""Aussieland""]",United States,False,country,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,8.195289611816406,65,169,139.06533813476562
55,Who was the director of Nashville?,Robert Altman,"[""Robert Altman""]",Robert Altman,True,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.4704389572143555,75,138,134.25762939453125
56,Who was the screenwriter for Loop?,Tim Pears,"[""Tim Pears""]",David Koepp,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,6.846302032470703,78,101,123.26931762695312
57,Who is the author of Persuasion?,Jane Austen,"[""Jane Austen""]",Jane Austen,True,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.201478004455566,98,146,138.51248168945312
61,Who was the screenwriter for The Reader?,David Hare,"[""David Hare"", ""Sir David Hare"", ""Bernhard Schlink""]",David Hare,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.328433036804199,70,110,126.5329818725586
63,Who was the producer of Albert Schweitzer?,Jerome Hill,"[""Jerome Hill"", ""James Jerome Hill"", ""Jérôme Hill"", ""James Jerome Hill II""]",Frank Capra,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.246612548828125,90,133,132.1316375732422
71,Who was the director of In My Life?,Bille August,"[""Bille August""]",Michael Apted,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.272238731384277,75,130,129.70591735839844
72,Who was the screenwriter for Bread and Circuses?,Gene Roddenberry,"[""Gene Roddenberry"", ""Eugene Wesley Roddenberry""]",John Patrick,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.443861961364746,76,122,127.51780700683594
73,Who was the director of Oliver's Story?,John Korty,"[""John Korty""]",John Huston,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.991491317749023,61,132,132.00758361816406
79,Who was the producer of The Assault?,Fons Rademakers,"[""Fons Rademakers""]",The Assault was produced by the British Broadcasting,False,producer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.69658088684082,64,118,128.79006958007812
82,Who is the author of Hard Time?,Mary Skrenes,"[""Mary Skrenes""]",James Baldwin,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.39777660369873,87,149,140.6907958984375
85,Who is the author of Take a Good Look?,Jacqueline Wilson,"[""Jacqueline Wilson"", ""Dame Jacqueline Wilson""]",The author of Take a Good Look is,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.577197074890137,90,154,139.96725463867188
91,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!?,Pat Proft,"[""Pat Proft"", ""Jerry Zucker"", ""Jim Abrahams"", ""James S. Abrahams"", ""David Zucker""]",David Zucker,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,6.440393447875977,87,94,115.00862884521484
92,Who was the screenwriter for This Is the End?,Seth Rogen,"[""Seth Rogen"", ""Seth Aaron Rogen""]",Seth Rogen,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,6.592304229736328,100,114,123.54657745361328
93,Who is the author of Little Things?,Raymond Carver,"[""Raymond Carver""]",The author of Little Things is a famous,False,author,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.405488967895508,95,155,141.6405792236328
97,Who was the composer of Four?,Eddie Vinson,"[""Eddie Vinson"", ""Eddie \""Cleanhead\"" Vinson""]",John Cage,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.724990844726562,80,157,134.0481719970703
100,Who was the composer of The Heart of the World?,Georgy Sviridov,"[""Georgy Sviridov"", ""Georgiĭ Sviridov"", ""Georgiĭ Vasilʹevich Sviridov"", ""Georgy Vasilyevich Sviridov""]",John Williams,False,composer,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.549964904785156,88,147,137.35020446777344
101,Who was the director of The Lovers?,Tsui Hark,"[""Tsui Hark""]",Jean-Luc Godard,False,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.552499771118164,66,119,129.9888458251953
104,Who was the director of In the Bedroom?,Todd Field,"[""Todd Field"", ""William Todd Field""]",Todd Field,True,director,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.104557991027832,90,131,131.43978881835938
108,Who was the screenwriter for Secrets?,Angela Kang,"[""Angela Kang""]",John Sayles,False,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.343262672424316,67,106,122.78152465820312
111,Who was the screenwriter for Elizabeth?,Michael Hirst,"[""Michael Hirst""]",Michael Hirst,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,7.748276710510254,61,116,127.029052734375
116,Who was the screenwriter for The Intern?,Nancy Meyers,"[""Nancy Meyers"", ""Nancy Jane Meyers""]",Nancy Meyers,True,screenwriter,12,google/gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_22/params.npz,8649,6.924510955810547,84,111,126.83000946044922
