sample_id,question,correct_answer,model_answer,is_correct,type,layer,mean_similarity_same_correctness,mean_similarity_different_correctness,mean_similarity_same_type,mean_similarity_all_others
75,Who discovered the electron?,J J Thomson,J.J. Thomson,True,science_hard,2,0.9957867860794067,0.9950169324874878,0.9990136027336121,0.9957226514816284
76,Who discovered the neutron?,James Chadwick,James Chadwick,True,science_hard,2,0.9964142441749573,0.996150553226471,0.9990136027336121,0.9963921904563904
77,Who proposed the uncertainty principle?,Werner Heisenberg,Heisenberg,True,physics_medium,2,0.9956414699554443,0.9950839281082153,0.9980815052986145,0.9955950975418091
78,Who wrote The Cairo Trilogy?,Naguib Mahfouz,Naguib Mahfouz,True,author_very_hard,2,0.9939841032028198,0.9957669377326965,0.9979531764984131,0.9941326379776001
79,Who wrote The Bridge on the Drina?,Ivo Andric,Ivo Andric,True,author_very_hard,2,0.9942700266838074,0.9957261681556702,0.9973303079605103,0.9943913817405701
80,Who wrote The General in His Labyrinth?,Gabriel Garcia Marquez,John Buchan,False,author_very_hard,2,0.9959894418716431,0.9947518110275269,0.9978892803192139,0.9948436617851257
81,Who wrote Ficciones?,Jorge Luis Borges,Jorge Luis Borges,True,author_very_hard,2,0.9950998425483704,0.996149480342865,0.9971898794174194,0.9951874017715454
82,Who wrote The Blind Owl?,Sadegh Hedayat,Rainer Maria Rilke,False,author_very_hard,2,0.9964226484298706,0.9951300621032715,0.9983237385749817,0.9952257871627808
83,Who wrote The Museum of Innocence?,Orhan Pamuk,Orhan Pamuk,True,author_very_hard,2,0.995563805103302,0.9967791438102722,0.9978835582733154,0.9956649541854858
84,Who wrote The Sound of the Mountain?,Yasunari Kawabata,The Sound of the Mountain was written by the famous Chinese writer Lu Xun.,False,author_very_hard,2,0.996926486492157,0.9960678815841675,0.9980019927024841,0.9961314797401428
85,Who wrote The Makioka Sisters?,Junichiro Tanizaki,Junichiro Tanizaki,True,author_very_hard,2,0.9947261810302734,0.9963319301605225,0.9983294606208801,0.9948601126670837
86,Who wrote The Famished Road?,Ben Okri,Ben Okri,True,author_very_hard,2,0.9931405782699585,0.9951640367507935,0.9974705576896667,0.9933091402053833
87,Who wrote The Palm-Wine Drinkard?,Amos Tutuola,Amos Tutuola,True,author_very_hard,2,0.9950721859931946,0.9963250756263733,0.9977647066116333,0.9951766133308411
88,Who painted The Third of May 1808?,Francisco Goya,Francisco Goya,True,art_very_hard,2,0.9955692291259766,0.9958787560462952,0.9968766570091248,0.9955950379371643
89,Who painted The Ambassadors?,Hans Holbein,Hans Holbein the Younger,True,art_very_hard,2,0.9966906905174255,0.9972050786018372,0.9981696605682373,0.9967336058616638
90,Who painted The School of Athens?,Raphael,Raphael,True,art_very_hard,2,0.9964314699172974,0.9969767332077026,0.9979898929595947,0.9964768886566162
91,Who painted The Maids of Honour?,Diego Velazquez,John Everett Millais,False,art_very_hard,2,0.9965808987617493,0.9962640404701233,0.9978150129318237,0.9962875247001648
92,Who painted The Gross Clinic?,Thomas Eakins,Edward Hopper,False,art_very_hard,2,0.9969475865364075,0.9967460036277771,0.9980422258377075,0.9967609643936157
93,Who painted Christina's World?,Andrew Wyeth,Andrew Wyeth,True,art_very_hard,2,0.9964233040809631,0.9969451427459717,0.9980165958404541,0.9964668154716492
94,Who discovered argon?,Lord Rayleigh,Sir William Ramsay,False,science_very_hard,2,0.9956055879592896,0.9961636066436768,0.998269259929657,0.9961223006248474
95,Who discovered radium?,Marie Curie,Marie Curie,True,science_medium,2,0.9962767958641052,0.9959625601768494,0.9978818297386169,0.9962505102157593
96,Who discovered the positron?,Carl Anderson,Carl Anderson,True,physics_very_hard,2,0.9964876174926758,0.9962338209152222,0.9986207485198975,0.9964663982391357
97,Who discovered the muon?,Carl Anderson,Wolfgang Pauli,False,physics_very_hard,2,0.9956995844841003,0.9962576031684875,0.9986207485198975,0.9962162971496582
98,Who proposed the exclusion principle?,Wolfgang Pauli,Ernest Rutherford,False,physics_medium,2,0.9948102235794067,0.9956672787666321,0.9974910020828247,0.9956036806106567
99,Who formulated the laws of planetary motion?,Johannes Kepler,Kepler,True,physics_easy,2,0.996362030506134,0.9958488941192627,0.9984557032585144,0.9963192939758301
100,Who first proposed continental drift?,Alfred Wegener,Alfred Wegener,True,science_medium,2,0.9969830513000488,0.9969751834869385,0.9975355267524719,0.9969823360443115
101,Who developed the polio vaccine?,Jonas Salk,Jonas Salk,True,science_medium,2,0.9963642954826355,0.9960952401161194,0.9972972869873047,0.9963418245315552
102,Who discovered streptomycin?,Selman Waksman,Selman Waksman,True,science_very_hard,2,0.9956220984458923,0.9953789114952087,0.998269259929657,0.9956019520759583
103,What is the capital of Lesotho?,Maseru,Maseru,True,capital_hard,2,0.9968249201774597,0.9956474304199219,0.9982438683509827,0.9967266917228699
104,What is the capital of Bhutan?,Thimphu,Thimphu,True,capital_hard,2,0.9962529540061951,0.9949787855148315,0.9980026483535767,0.9961467981338501
105,What is the capital of Suriname?,Paramaribo,Paramaribo,True,capital_hard,2,0.9966222047805786,0.9957125782966614,0.9983672499656677,0.9965463280677795
106,What is the capital of Guyana?,Georgetown,Georgetown,True,capital_hard,2,0.9944711327552795,0.9939237236976624,0.9970656037330627,0.9944255948066711
107,What is the capital of Vanuatu?,Port Vila,Port Vila,True,capital_hard,2,0.996696949005127,0.9959291815757751,0.9985410571098328,0.9966328740119934
108,What is the capital of Samoa?,Apia,Apia,True,capital_hard,2,0.9969240427017212,0.9962053298950195,0.9983225464820862,0.9968641996383667
0,What is the capital of France?,Paris,Paris,True,capital_easy,3,0.9926612377166748,0.9906685948371887,0.9988208413124084,0.9924952387809753
1,What is the capital of Germany?,Berlin,Berlin,True,capital_easy,3,0.9929500818252563,0.9909607768058777,0.99876469373703,0.9927842020988464
2,What is the capital of Italy?,Rome,Rome,True,capital_easy,3,0.992714524269104,0.9907240271568298,0.9988389611244202,0.9925486445426941
3,What is the capital of Spain?,Madrid,Madrid,True,capital_easy,3,0.9926600456237793,0.9905449748039246,0.9987180233001709,0.992483913898468
4,What is the capital of Turkey?,Ankara,Ankara,True,capital_easy,3,0.9915902614593506,0.9896765947341919,0.9975519180297852,0.9914307594299316
5,What is the capital of Canada?,Ottawa,Ottawa,True,capital_easy,3,0.9927128553390503,0.9910615086555481,0.9982564449310303,0.9925754070281982
6,What is the capital of Australia?,Canberra,Canberra,True,capital_easy,3,0.9926064014434814,0.9904536008834839,0.9982815980911255,0.9924270510673523
7,What is the capital of Brazil?,Brasilia,Brasilia,True,capital_easy,3,0.9926289319992065,0.9902319312095642,0.9987273812294006,0.992429256439209
8,What is the capital of Japan?,Tokyo,Tokyo,True,capital_easy,3,0.9933908581733704,0.9918093085289001,0.9985290169715881,0.9932590126991272
9,What is the capital of Egypt?,Cairo,Cairo,True,capital_easy,3,0.9926192760467529,0.9898312091827393,0.9985231757164001,0.9923869371414185
10,What is the capital of Kazakhstan?,Astana,Astana,True,capital_medium,3,0.9855021238327026,0.9842309951782227,0.9898214340209961,0.9853962659835815
11,What is the capital of Mongolia?,Ulaanbaatar,Ulaanbaatar,True,capital_medium,3,0.9914321899414062,0.9901200532913208,0.992341160774231,0.9913227558135986
12,What is the capital of Nigeria?,Abuja,Abuja,True,capital_medium,3,0.9843592643737793,0.981770396232605,0.9859616756439209,0.9841436743736267
13,What is the capital of Myanmar?,Naypyidaw,Naypyidaw,True,capital_hard,3,0.9921069741249084,0.9899527430534363,0.9970408082008362,0.9919273853302002
14,What is the capital of Belize?,Belmopan,Belmopan,True,capital_hard,3,0.9910312294960022,0.990687370300293,0.9956861138343811,0.9910025000572205
15,What is the capital of Burkina Faso?,Ouagadougou,Ouagadougou,True,capital_hard,3,0.9913484454154968,0.9889535903930664,0.9964773058891296,0.991148829460144
16,What is the capital of Kyrgyzstan?,Bishkek,Bishkek,True,capital_hard,3,0.9900726675987244,0.9875973463058472,0.9951325058937073,0.9898664951324463
17,What is the capital of Montenegro?,Podgorica,Podgorica,True,capital_hard,3,0.9889434576034546,0.9889214038848877,0.9938539266586304,0.9889415502548218
18,What is the capital of Eswatini?,Mbabane,Mbabane,True,capital_hard,3,0.9892278909683228,0.986237108707428,0.9942744970321655,0.9889788031578064
19,Who wrote Hamlet?,William Shakespeare,William Shakespeare,True,author_easy,3,0.9818472862243652,0.9878583550453186,0.9945921301841736,0.9823482632637024
20,Who wrote Pride and Prejudice?,Jane Austen,Jane Austen,True,author_easy,3,0.9900042414665222,0.993163526058197,0.9945921301841736,0.9902675151824951
21,Who wrote The Trial?,Franz Kafka,Franz Kafka,True,author_medium,3,0.9900051951408386,0.993633508682251,0.996161699295044,0.9903073906898499
22,Who wrote One Hundred Years of Solitude?,Gabriel Garcia Marquez,Gabriel Garcia Marquez,True,author_medium,3,0.9886014461517334,0.9931103587150574,0.9960798621177673,0.9889771342277527
23,Who wrote Things Fall Apart?,Chinua Achebe,Chinua Achebe,True,author_medium,3,0.9878491759300232,0.992655873298645,0.9965969920158386,0.9882497191429138
24,Who wrote The Stranger?,Albert Camus,Albert Camus,True,author_medium,3,0.9873865842819214,0.992543637752533,0.9966815114021301,0.9878162741661072
25,Who wrote The Master and Margarita?,Mikhail Bulgakov,Mikhail Bulgakov,True,author_hard,3,0.9884840250015259,0.9931831359863281,0.9960402846336365,0.9888755679130554
26,Who wrote The Tale of Genji?,Murasaki Shikibu,Murasaki Shikibu,True,author_hard,3,0.9891730546951294,0.9931249618530273,0.9954838156700134,0.9895023107528687
27,Who wrote Invisible Cities?,Italo Calvino,It was written by Italo Calvino.,True,author_hard,3,0.9873265624046326,0.9923031330108643,0.9955676198005676,0.9877414107322693
28,Who wrote The Dispossessed?,Ursula K Le Guin,Ursula K. Le Guin,True,author_hard,3,0.9830598831176758,0.989063024520874,0.993755042552948,0.9835601449012756
29,Who painted the Mona Lisa?,Leonardo da Vinci,Leonardo da Vinci,True,art_easy,3,0.9908836483955383,0.9936289191246033,0.9974012970924377,0.9911124110221863
30,Who painted The Starry Night?,Vincent van Gogh,Vincent Van Gogh,True,art_easy,3,0.9893274903297424,0.9936389923095703,0.9974012970924377,0.9896867275238037
31,Who painted Guernica?,Pablo Picasso,Pablo Picasso,True,art_medium,3,0.9904624819755554,0.9932985305786133,0.9928754568099976,0.9906987547874451
32,Who painted The Persistence of Memory?,Salvador Dali,Salvador Dali,True,art_medium,3,0.9887237548828125,0.9917923808097839,0.9936435222625732,0.9889795780181885
33,Who painted The Birth of Venus?,Sandro Botticelli,Sandro Botticelli,True,art_medium,3,0.9916971325874329,0.9927513599395752,0.9946340322494507,0.991784930229187
34,Who painted Las Meninas?,Diego Velazquez,Diego Velazquez,True,art_hard,3,0.990776538848877,0.9936692118644714,0.9965622425079346,0.9910176396369934
35,Who painted The Night Watch?,Rembrandt,Rembrandt,True,art_hard,3,0.9875532984733582,0.9927945733070374,0.9966038465499878,0.9879899621009827
36,Who painted The Kiss?,Gustav Klimt,Gustav Klimt,True,art_hard,3,0.9879210591316223,0.9928162693977356,0.997613787651062,0.9883289933204651
37,What is the chemical symbol for gold?,Au,Au,True,chemistry_easy,3,0.9903916120529175,0.9869139194488525,0.9992280602455139,0.9901018738746643
38,What is the chemical symbol for water?,H2O,H2O,True,chemistry_easy,3,0.9878082871437073,0.9832871556282043,0.9995193481445312,0.9874316453933716
39,What is the chemical symbol for sodium?,Na,Na,True,chemistry_easy,3,0.987395703792572,0.9828113913536072,0.9995107650756836,0.9870136380195618
40,What is the chemical symbol for potassium?,K,K,True,chemistry_easy,3,0.9879915118217468,0.983622133731842,0.9995113015174866,0.9876274466514587
41,What is the chemical symbol for tungsten?,W,W,True,chemistry_medium,3,0.9885241389274597,0.9845198392868042,0.9991747736930847,0.9881904125213623
42,What is the chemical symbol for silver?,Ag,Ag,True,chemistry_medium,3,0.9894863367080688,0.985744059085846,0.9994215369224548,0.9891744256019592
43,What is the chemical symbol for lead?,Pb,Pb,True,chemistry_medium,3,0.9897515177726746,0.9862400889396667,0.999284565448761,0.9894589185714722
44,What is the chemical symbol for mercury?,Hg,Hg,True,chemistry_medium,3,0.9880949854850769,0.9835665822029114,0.9993391036987305,0.9877175092697144
45,What is the chemical symbol for antimony?,Sb,Sb,True,chemistry_hard,3,0.9886932969093323,0.984476625919342,0.9992138743400574,0.9883418679237366
46,What is the chemical symbol for tin?,Sn,Sn,True,chemistry_hard,3,0.9896361231803894,0.9860369563102722,0.9992138743400574,0.9893361330032349
47,What planet is known as the Red Planet?,Mars,Mars,True,science_easy,3,0.9920894503593445,0.9913565516471863,0.9930842518806458,0.9920283555984497
48,What is the largest planet in the Solar System?,Jupiter,Jupiter,True,science_easy,3,0.989870011806488,0.9864380359649658,0.9962970018386841,0.9895840287208557
49,What gas do plants absorb from the atmosphere?,carbon dioxide,Carbon dioxide,True,science_easy,3,0.9894062876701355,0.9862997531890869,0.9955540895462036,0.9891474843025208
50,What is the closest planet to the Sun?,Mercury,Mercury,True,science_easy,3,0.9896811842918396,0.9860451221466064,0.9965375661849976,0.9893783330917358
51,What is the hardest natural substance?,diamond,Diamond,True,science_medium,3,0.9902749061584473,0.9873241782188416,0.9944294095039368,0.9900290369987488
52,What is the SI unit of electric current?,ampere,Ampere,True,physics_medium,3,0.9839634895324707,0.978724479675293,0.9891773462295532,0.9835270047187805
53,Who developed the theory of relativity?,Albert Einstein,Albert Einstein,True,physics_easy,3,0.9903447031974792,0.9882530570030212,0.997402548789978,0.990170419216156
54,What is the atomic number of carbon?,6,6,True,science_easy,3,0.9852486848831177,0.9796848297119141,0.9952117204666138,0.9847850203514099
55,What is the atomic number of oxygen?,8,8,True,science_easy,3,0.9846276044845581,0.9787675142288208,0.9948461651802063,0.9841392040252686
56,What is the atomic number of iron?,26,26,True,science_medium,3,0.9860497117042542,0.9806373119354248,0.9927310943603516,0.9855986833572388
57,What is the atomic number of gold?,79,79,True,science_medium,3,0.9875293970108032,0.9827086329460144,0.9934602379798889,0.9871276617050171
58,What is the atomic number of uranium?,92,92,True,science_medium,3,0.985777735710144,0.9804375767707825,0.9923818707466125,0.9853328466415405
59,What is the capital of Nauru?,Yaren,Yaren,True,capital_very_hard,3,0.9928602576255798,0.9911828637123108,0.9974824786186218,0.9927205443382263
60,What is the capital of Tuvalu?,Funafuti,Funafuti,True,capital_very_hard,3,0.9919171333312988,0.9892409443855286,0.996645987033844,0.9916941523551941
61,What is the capital of Kiribati?,South Tarawa,Tarawa,True,capital_very_hard,3,0.9926058053970337,0.9910743236541748,0.9975861310958862,0.99247807264328
62,What is the capital of Palau?,Ngerulmud,Ngerulmud,True,capital_very_hard,3,0.992804765701294,0.9905052185058594,0.9971827864646912,0.9926131367683411
63,What is the capital of Micronesia?,Palikir,Palikir,True,capital_very_hard,3,0.9932281970977783,0.9928372502326965,0.996681809425354,0.993195652961731
64,What is the capital of Comoros?,Moroni,Moroni,True,capital_very_hard,3,0.9926558136940002,0.9907706379890442,0.9970646500587463,0.9924987554550171
65,What is the capital of Eritrea?,Asmara,Asmara,True,capital_very_hard,3,0.9911225438117981,0.9897200465202332,0.9963773488998413,0.9910056591033936
66,What is the capital of Timor-Leste?,Dili,Dili,True,capital_very_hard,3,0.9898311495780945,0.9901977181434631,0.994611918926239,0.9898617267608643
67,Who wrote Pedro Paramo?,Juan Rulfo,Juan Rulfo,True,author_very_hard,3,0.9894842505455017,0.9931347966194153,0.995724081993103,0.9897884726524353
68,Who wrote The Book of Disquiet?,Fernando Pessoa,Fernando Pessoa,True,author_very_hard,3,0.9893069267272949,0.9935082197189331,0.99627685546875,0.9896569848060608
69,Who wrote Season of Migration to the North?,Tayeb Salih,Wole Soyinka,False,author_very_hard,3,0.9915022850036621,0.9880973100662231,0.9950767159461975,0.9883494973182678
70,Who wrote The Leopard?,Giuseppe Tomasi di Lampedusa,Giuseppe Tomasi di Lampedusa,True,author_very_hard,3,0.9878112077713013,0.9929080605506897,0.9966306090354919,0.9882359504699707
71,Who painted The Garden of Earthly Delights?,Hieronymus Bosch,Hieronymus Bosch,True,art_very_hard,3,0.9911944270133972,0.9922809600830078,0.993842601776123,0.9912850260734558
72,Who painted The Arnolfini Portrait?,Jan van Eyck,Jan van Eyck,True,art_very_hard,3,0.9867850542068481,0.9917392730712891,0.9948419332504272,0.9871978759765625
73,Who painted The Raft of the Medusa?,Theodore Gericault,Theodore Gericault,True,art_very_hard,3,0.9909673929214478,0.9936241507530212,0.9956236481666565,0.9911888837814331
74,Who discovered penicillin?,Alexander Fleming,Alexander Fleming,True,science_medium,3,0.9906992316246033,0.9909051060676575,0.9927414655685425,0.9907164573669434
75,Who discovered the electron?,J J Thomson,J.J. Thomson,True,science_hard,3,0.9884935617446899,0.9853749871253967,0.9975024461746216,0.9882336854934692
76,Who discovered the neutron?,James Chadwick,James Chadwick,True,science_hard,3,0.9915340542793274,0.9900703430175781,0.9975024461746216,0.9914121031761169
77,Who proposed the uncertainty principle?,Werner Heisenberg,Heisenberg,True,physics_medium,3,0.9884108901023865,0.986028254032135,0.9946204423904419,0.9882122874259949
78,Who wrote The Cairo Trilogy?,Naguib Mahfouz,Naguib Mahfouz,True,author_very_hard,3,0.9861326813697815,0.9917119145393372,0.9962625503540039,0.9865975379943848
79,Who wrote The Bridge on the Drina?,Ivo Andric,Ivo Andric,True,author_very_hard,3,0.9872605204582214,0.9921529293060303,0.9953674674034119,0.9876682758331299
80,Who wrote The General in His Labyrinth?,Gabriel Garcia Marquez,John Buchan,False,author_very_hard,3,0.9912671446800232,0.986706018447876,0.9957658052444458,0.9870437979698181
81,Who wrote Ficciones?,Jorge Luis Borges,Jorge Luis Borges,True,author_very_hard,3,0.9893993139266968,0.9924036860466003,0.9940144419670105,0.9896495938301086
82,Who wrote The Blind Owl?,Sadegh Hedayat,Rainer Maria Rilke,False,author_very_hard,3,0.9925262928009033,0.988237202167511,0.9969491958618164,0.9885550141334534
83,Who wrote The Museum of Innocence?,Orhan Pamuk,Orhan Pamuk,True,author_very_hard,3,0.9892202019691467,0.9931352138519287,0.9954116344451904,0.9895464777946472
84,Who wrote The Sound of the Mountain?,Yasunari Kawabata,The Sound of the Mountain was written by the famous Chinese writer Lu Xun.,False,author_very_hard,3,0.9936949610710144,0.9905997514724731,0.9960137009620667,0.9908289313316345
85,Who wrote The Makioka Sisters?,Junichiro Tanizaki,Junichiro Tanizaki,True,author_very_hard,3,0.9865679740905762,0.9921355843544006,0.9967057108879089,0.987031877040863
86,Who wrote The Famished Road?,Ben Okri,Ben Okri,True,author_very_hard,3,0.9817026853561401,0.9888956546783447,0.9944000244140625,0.9823020696640015
87,Who wrote The Palm-Wine Drinkard?,Amos Tutuola,Amos Tutuola,True,author_very_hard,3,0.9847583770751953,0.9906065464019775,0.9951171875,0.9852456450462341
88,Who painted The Third of May 1808?,Francisco Goya,Francisco Goya,True,art_very_hard,3,0.9872754812240601,0.9907495975494385,0.9932360649108887,0.9875651001930237
89,Who painted The Ambassadors?,Hans Holbein,Hans Holbein the Younger,True,art_very_hard,3,0.9910317659378052,0.9942992329597473,0.9960078597068787,0.9913040399551392
90,Who painted The School of Athens?,Raphael,Raphael,True,art_very_hard,3,0.990332841873169,0.9937787652015686,0.9958535432815552,0.990619957447052
91,Who painted The Maids of Honour?,Diego Velazquez,John Everett Millais,False,art_very_hard,3,0.9922776818275452,0.9893840551376343,0.9950564503669739,0.9895983934402466
92,Who painted The Gross Clinic?,Thomas Eakins,Edward Hopper,False,art_very_hard,3,0.992909848690033,0.9904323816299438,0.9947656393051147,0.9906159043312073
93,Who painted Christina's World?,Andrew Wyeth,Andrew Wyeth,True,art_very_hard,3,0.9907515645027161,0.993574857711792,0.9956787824630737,0.9909869432449341
94,Who discovered argon?,Lord Rayleigh,Sir William Ramsay,False,science_very_hard,3,0.9904500842094421,0.9917032718658447,0.9959104657173157,0.9916104674339294
95,Who discovered radium?,Marie Curie,Marie Curie,True,science_medium,3,0.9919978380203247,0.9917376637458801,0.9941059947013855,0.9919762015342712
96,Who discovered the positron?,Carl Anderson,Carl Anderson,True,physics_very_hard,3,0.9909907579421997,0.9896012544631958,0.9975740313529968,0.9908751845359802
97,Who discovered the muon?,Carl Anderson,Wolfgang Pauli,False,physics_very_hard,3,0.9878329634666443,0.9904947876930237,0.9975740313529968,0.9902976751327515
98,Who proposed the exclusion principle?,Wolfgang Pauli,Ernest Rutherford,False,physics_medium,3,0.9885067939758301,0.9898202419281006,0.991622269153595,0.9897229075431824
99,Who formulated the laws of planetary motion?,Johannes Kepler,Kepler,True,physics_easy,3,0.9902039170265198,0.9875481128692627,0.997402548789978,0.9899826049804688
100,Who first proposed continental drift?,Alfred Wegener,Alfred Wegener,True,science_medium,3,0.9922391176223755,0.9930042624473572,0.9922198057174683,0.9923030138015747
101,Who developed the polio vaccine?,Jonas Salk,Jonas Salk,True,science_medium,3,0.9918907880783081,0.9924099445343018,0.9922286868095398,0.9919341206550598
102,Who discovered streptomycin?,Selman Waksman,Selman Waksman,True,science_very_hard,3,0.9907212853431702,0.9914337992668152,0.9959104657173157,0.9907807111740112
103,What is the capital of Lesotho?,Maseru,Maseru,True,capital_hard,3,0.9923859238624573,0.989680826663971,0.9967658519744873,0.9921604990959167
104,What is the capital of Bhutan?,Thimphu,Thimphu,True,capital_hard,3,0.9916155338287354,0.9888395667076111,0.9960310459136963,0.9913841485977173
105,What is the capital of Suriname?,Paramaribo,Paramaribo,True,capital_hard,3,0.9922211170196533,0.9910609126091003,0.9970077276229858,0.9921242594718933
106,What is the capital of Guyana?,Georgetown,Georgetown,True,capital_hard,3,0.9898742437362671,0.9894663691520691,0.9951488375663757,0.9898403286933899
107,What is the capital of Vanuatu?,Port Vila,Port Vila,True,capital_hard,3,0.9924929738044739,0.9914257526397705,0.9970895648002625,0.992404043674469
108,What is the capital of Samoa?,Apia,Apia,True,capital_hard,3,0.9929736256599426,0.9916061758995056,0.9969874024391174,0.9928597211837769
